NSeq, I1, I2, O1, O2, AI3
1, False, False, False, False, 420
2, False, False, False, False, 422
3, False, False, False, False, 422
4, False, False, False, False, 420
5, False, False, False, False, 422
6, False, False, False, False, 422
7, False, False, False, False, 425
8, False, False, False, False, 426
9, False, False, False, False, 421
10, False, False, False, False, 421
11, False, False, False, False, 422
12, False, False, False, False, 425
13, False, False, False, False, 425
14, False, False, False, False, 424
15, False, False, False, False, 419
0, False, False, False, False, 423
1, False, False, False, False, 421
2, False, False, False, False, 422
3, False, False, False, False, 425
4, False, False, False, False, 421
5, False, False, False, False, 419
6, False, False, False, False, 423
7, False, False, False, False, 419
8, False, False, False, False, 423
9, False, False, False, False, 421
10, False, False, False, False, 422
11, False, False, False, False, 422
12, False, False, False, False, 425
13, False, False, False, False, 421
14, False, False, False, False, 423
15, False, False, False, False, 421
0, False, False, False, False, 422
1, False, False, False, False, 423
2, False, False, False, False, 423
3, False, False, False, False, 422
4, False, False, False, False, 422
5, False, False, False, False, 421
6, False, False, False, False, 423
7, False, False, False, False, 420
8, False, False, False, False, 422
9, False, False, False, False, 421
10, False, False, False, False, 423
11, False, False, False, False, 419
12, False, False, False, False, 419
13, False, False, False, False, 424
14, False, False, False, False, 421
15, False, False, False, False, 425
0, False, False, False, False, 422
1, False, False, False, False, 421
2, False, False, False, False, 421
3, False, False, False, False, 423
4, False, False, False, False, 423
5, False, False, False, False, 420
6, False, False, False, False, 431
7, False, False, False, False, 419
8, False, False, False, False, 426
9, False, False, False, False, 425
10, False, False, False, False, 422
11, False, False, False, False, 423
12, False, False, False, False, 425
13, False, False, False, False, 421
14, False, False, False, False, 423
15, False, False, False, False, 422
0, False, False, False, False, 422
1, False, False, False, False, 422
2, False, False, False, False, 421
3, False, False, False, False, 421
4, False, False, False, False, 421
5, False, False, False, False, 422
6, False, False, False, False, 419
7, False, False, False, False, 420
8, False, False, False, False, 422
9, False, False, False, False, 422
10, False, False, False, False, 419
11, False, False, False, False, 423
12, False, False, False, False, 420
13, False, False, False, False, 421
14, False, False, False, False, 422
15, False, False, False, False, 419
0, False, False, False, False, 422
1, False, False, False, False, 423
2, False, False, False, False, 419
3, False, False, False, False, 422
4, False, False, False, False, 422
5, False, False, False, False, 421
6, False, False, False, False, 419
7, False, False, False, False, 423
8, False, False, False, False, 423
9, False, False, False, False, 422
10, False, False, False, False, 421
11, False, False, False, False, 420
12, False, False, False, False, 422
13, False, False, False, False, 421
14, False, False, False, False, 422
15, False, False, False, False, 423
0, False, False, False, False, 421
1, False, False, False, False, 422
2, False, False, False, False, 421
3, False, False, False, False, 422
4, False, False, False, False, 422
5, False, False, False, False, 421
6, False, False, False, False, 421
7, False, False, False, False, 418
8, False, False, False, False, 421
9, False, False, False, False, 421
10, False, False, False, False, 421
11, False, False, False, False, 422
12, False, False, False, False, 422
13, False, False, False, False, 419
14, False, False, False, False, 422
15, False, False, False, False, 422
0, False, False, False, False, 422
1, False, False, False, False, 419
2, False, False, False, False, 420
3, False, False, False, False, 420
4, False, False, False, False, 423
5, False, False, False, False, 422
6, False, False, False, False, 421
7, False, False, False, False, 421
8, False, False, False, False, 421
9, False, False, False, False, 422
10, False, False, False, False, 423
11, False, False, False, False, 420
12, False, False, False, False, 422
13, False, False, False, False, 420
14, False, False, False, False, 423
15, False, False, False, False, 422
0, False, False, False, False, 418
1, False, False, False, False, 421
2, False, False, False, False, 420
3, False, False, False, False, 420
4, False, False, False, False, 421
5, False, False, False, False, 424
6, False, False, False, False, 423
7, False, False, False, False, 421
8, False, False, False, False, 422
9, False, False, False, False, 419
10, False, False, False, False, 422
11, False, False, False, False, 422
12, False, False, False, False, 420
13, False, False, False, False, 422
14, False, False, False, False, 419
15, False, False, False, False, 419
0, False, False, False, False, 422
1, False, False, False, False, 421
2, False, False, False, False, 419
3, False, False, False, False, 423
4, False, False, False, False, 423
5, False, False, False, False, 422
6, False, False, False, False, 423
7, False, False, False, False, 422
8, False, False, False, False, 421
9, False, False, False, False, 419
10, False, False, False, False, 419
11, False, False, False, False, 422
12, False, False, False, False, 422
13, False, False, False, False, 420
14, False, False, False, False, 421
15, False, False, False, False, 423
0, False, False, False, False, 423
1, False, False, False, False, 425
2, False, False, False, False, 422
3, False, False, False, False, 422
4, False, False, False, False, 425
5, False, False, False, False, 423
6, False, False, False, False, 423
7, False, False, False, False, 425
8, False, False, False, False, 425
9, False, False, False, False, 423
10, False, False, False, False, 421
11, False, False, False, False, 421
12, False, False, False, False, 423
13, False, False, False, False, 421
14, False, False, False, False, 422
15, False, False, False, False, 423
0, False, False, False, False, 421
1, False, False, False, False, 420
2, False, False, False, False, 422
3, False, False, False, False, 419
4, False, False, False, False, 421
5, False, False, False, False, 422
6, False, False, False, False, 420
7, False, False, False, False, 421
8, False, False, False, False, 422
9, False, False, False, False, 425
10, False, False, False, False, 420
11, False, False, False, False, 421
12, False, False, False, False, 420
13, False, False, False, False, 420
14, False, False, False, False, 420
15, False, False, False, False, 421
0, False, False, False, False, 420
1, False, False, False, False, 420
2, False, False, False, False, 423
3, False, False, False, False, 423
4, False, False, False, False, 422
5, False, False, False, False, 423
6, False, False, False, False, 419
